user_id,registration_date,country,segment
291,2024-01-03,MX,returning
292,2023-10-25,MX,new
293,2024-02-06,ES,new
294,2022-06-27,ES,returning
295,2023-01-31,US,vip
296,2022-12-31,MX,vip
297,2023-12-31,AR,vip
298,2023-07-28,MX,new
299,2022-06-24,AR,new
300,2024-03-19,US,returning
301,2024-04-29,US,returning
302,2022-10-24,MX,new
303,2022-02-05,AR,new
304,2022-10-16,US,new
305,2022-06-05,US,vip
306,2023-12-06,CO,returning
307,2023-04-08,US,new
308,2023-06-12,CO,returning
309,2023-11-26,US,new
310,2023-04-25,CO,returning
311,2023-06-30,US,returning
312,2024-06-02,ES,new
313,2022-12-26,AR,returning
314,2022-11-13,AR,vip
315,2023-01-29,AR,returning
316,2022-03-04,AR,new
317,2022-02-13,MX,new
318,2023-08-18,US,vip
319,2022-03-22,MX,new
320,2023-07-28,CO,new
321,2023-10-14,ES,vip
322,2022-01-10,CO,new
323,2022-03-10,MX,new
324,2022-12-24,US,new
325,2023-03-29,MX,new
326,2023-08-27,US,vip
327,2023-06-12,AR,new
328,2023-06-20,CO,returning
329,2022-10-26,CO,vip
330,2022-12-16,AR,new
331,2023-06-11,AR,new
332,2023-12-23,AR,new
333,2023-03-22,AR,returning
334,2022-11-22,US,vip
335,2024-02-14,ES,returning
336,2022-05-09,CO,returning
337,2023-07-05,AR,new
338,2024-05-03,CO,new
339,2022-02-02,US,vip
340,2024-01-16,AR,returning
341,2022-06-08,US,vip
342,2022-07-18,MX,new
343,2024-04-04,US,vip
344,2024-05-12,AR,returning
345,2022-02-05,AR,new
346,2024-03-23,ES,returning
347,2023-01-05,ES,vip
348,2022-03-31,MX,returning
349,2022-03-25,CO,new
350,2024-02-10,AR,returning
351,2023-10-20,US,new
352,2023-06-17,ES,new
353,2022-11-21,US,returning
354,2024-03-08,CO,vip
355,2023-09-10,AR,new
356,2022-09-19,AR,vip
357,2023-06-07,CO,new
358,2023-10-09,CO,vip
359,2024-02-10,AR,returning
360,2022-05-14,ES,vip
361,2023-07-12,ES,new
362,2023-05-20,CO,new
363,2023-07-16,CO,returning
364,2023-08-27,AR,new
365,2023-05-01,CO,new
366,2024-01-12,AR,new
367,2022-06-17,CO,new
368,2022-10-10,MX,returning
369,2024-01-10,ES,vip
370,2023-11-01,AR,vip
371,2023-04-21,CO,returning
372,2023-08-08,ES,new
373,2022-12-07,AR,vip
374,2022-01-28,CO,vip
375,2023-09-17,CO,returning
376,2023-10-20,CO,returning
377,2023-03-14,US,vip
378,2022-11-06,US,new
379,2022-05-29,ES,vip
380,2022-01-28,CO,new
381,2023-06-28,CO,vip
382,2023-06-14,US,returning
383,2022-03-18,CO,new
384,2023-10-26,CO,new
385,2023-11-01,MX,vip
386,2022-03-19,AR,returning
387,2022-10-27,AR,vip
388,2022-10-15,ES,new
389,2022-03-28,CO,vip
390,2022-03-14,AR,returning
391,2023-01-03,AR,vip
392,2024-04-08,AR,new
393,2022-08-04,CO,new
394,2024-05-02,CO,new
395,2024-01-21,US,new
396,2022-08-01,ES,returning
397,2023-05-19,AR,vip
398,2023-02-22,MX,new
399,2022-04-22,CO,new
400,2023-08-28,CO,vip
401,2024-04-27,US,vip
402,2024-05-24,CO,vip
403,2022-03-28,CO,vip
404,2023-02-21,US,vip
405,2023-08-31,CO,new
406,2023-07-30,US,new
407,2023-03-07,ES,vip
408,2022-10-19,AR,returning
409,2022-04-21,AR,new
410,2022-12-02,US,new
411,2023-10-03,AR,returning
412,2024-05-25,MX,returning
413,2022-07-18,US,new
414,2022-06-12,AR,new
415,2022-01-16,ES,new
416,2022-09-03,MX,vip
417,2023-08-19,MX,vip
418,2022-04-20,CO,vip
419,2022-09-18,CO,vip
420,2023-05-02,US,vip
421,2022-10-17,ES,vip
422,2022-11-28,MX,vip
423,2024-03-21,AR,vip
424,2024-04-14,US,new
425,2022-04-24,AR,vip
426,2023-03-12,CO,vip
427,2024-02-10,AR,vip
428,2022-07-09,CO,returning
429,2022-11-07,ES,vip
430,2024-06-03,AR,returning
431,2023-07-22,CO,returning
432,2023-06-06,ES,vip
433,2022-11-17,MX,vip
434,2024-03-06,US,returning
435,2023-06-04,CO,new
436,2023-03-17,US,new
437,2022-11-15,MX,vip
438,2023-02-12,US,returning
439,2022-05-06,MX,vip
440,2023-02-17,ES,returning
441,2023-02-25,CO,returning
442,2023-10-06,ES,vip
443,2022-01-11,AR,returning
444,2022-05-18,MX,vip
445,2024-01-15,ES,vip
446,2023-06-25,MX,returning
447,2023-02-15,US,vip
448,2022-11-28,ES,vip
449,2023-04-10,MX,returning
450,2022-06-05,AR,returning
451,2024-05-29,CO,new
452,2023-06-02,AR,new
453,2024-03-20,CO,returning
454,2022-10-14,MX,new
455,2022-11-27,ES,new
456,2022-10-08,CO,new
457,2022-07-05,MX,vip
458,2024-02-02,AR,vip
459,2023-04-05,CO,vip
460,2024-03-11,CO,vip
461,2023-07-17,CO,vip
462,2023-07-09,CO,vip
463,2022-12-02,ES,new
464,2023-08-05,CO,returning
465,2022-03-12,US,vip
466,2023-07-12,MX,new
467,2022-03-19,MX,new
468,2022-04-22,ES,returning
469,2022-06-03,AR,returning
470,2024-03-19,ES,new
471,2023-12-04,MX,vip
472,2022-07-10,CO,returning
473,2023-01-30,US,new
474,2022-10-29,US,returning
475,2023-09-03,MX,new
476,2023-10-02,US,returning
477,2022-01-01,US,new
478,2022-12-11,MX,vip
479,2024-03-27,US,returning
480,2024-05-06,ES,returning
481,2024-04-16,CO,returning
482,2024-02-01,US,new
483,2023-06-07,AR,new
484,2022-01-18,US,returning
485,2023-12-16,MX,new
486,2022-03-18,AR,returning
487,2022-07-06,MX,returning
488,2022-10-28,US,returning
489,2022-02-27,CO,returning
490,2024-03-18,CO,vip
491,2022-10-20,MX,returning
492,2022-12-14,AR,new
493,2023-07-22,CO,vip
494,2022-10-01,ES,returning
495,2022-03-24,AR,new
496,2022-02-01,MX,vip
497,2022-05-28,ES,new
498,2023-07-08,MX,new
499,2022-10-16,ES,vip
500,2023-01-29,MX,returning
501,2023-08-05,CO,returning
502,2024-02-12,MX,vip
503,2022-03-18,US,returning
504,2022-02-06,MX,new
505,2022-12-18,MX,vip
506,2024-03-18,ES,vip
507,2022-07-02,US,new
508,2022-10-10,ES,vip
509,2023-07-04,US,new
510,2023-04-15,US,returning
511,2023-01-01,MX,vip
512,2023-06-02,ES,new
513,2022-11-12,ES,new
514,2022-02-26,MX,returning
515,2022-04-24,AR,vip
516,2023-09-04,ES,new
517,2023-10-24,AR,vip
518,2023-03-29,US,vip
519,2023-11-24,ES,vip
520,2023-10-17,ES,vip
521,2023-07-03,MX,returning
522,2023-09-14,ES,vip
523,2022-07-13,MX,returning
524,2023-04-25,US,new
525,2024-06-04,MX,new
526,2023-01-01,CO,returning
527,2023-09-09,US,new
528,2022-08-12,AR,returning
529,2023-07-30,MX,returning
530,2023-03-28,CO,vip
531,2024-01-06,AR,returning
532,2023-05-27,MX,returning
533,2022-07-07,CO,vip
534,2024-05-29,MX,returning
535,2022-05-18,CO,returning
536,2022-06-12,ES,returning
537,2022-10-18,ES,returning
538,2022-01-23,ES,returning
539,2024-05-26,US,returning
540,2023-09-26,CO,new
541,2024-05-21,CO,new
542,2024-02-16,CO,returning
543,2024-02-11,CO,vip
544,2023-08-09,AR,new
545,2022-05-30,ES,vip
546,2023-11-08,US,vip
547,2023-12-12,AR,vip
548,2023-11-06,US,returning
549,2023-03-14,US,returning
550,2023-11-04,MX,new
551,2022-08-13,MX,new
552,2024-02-25,ES,returning
553,2022-08-05,ES,returning
554,2023-12-23,US,vip
555,2023-12-17,MX,vip
556,2022-10-13,MX,returning
557,2023-12-12,MX,returning
558,2022-06-01,US,new
559,2022-08-04,MX,new
560,2023-08-10,US,vip
561,2023-04-23,ES,returning
562,2023-10-09,MX,new
563,2023-06-02,MX,new
564,2023-10-18,US,vip
565,2024-05-28,US,new
566,2023-12-24,CO,returning
567,2024-02-01,AR,returning
568,2023-08-04,US,new
569,2023-10-20,ES,vip
570,2023-01-12,AR,returning
571,2023-04-24,MX,returning
572,2023-05-18,MX,returning
573,2023-04-19,CO,returning
574,2023-06-11,AR,new
575,2023-02-16,CO,vip
576,2023-10-21,US,new
577,2023-11-30,ES,new
578,2023-08-10,US,vip
579,2024-04-20,AR,returning
580,2022-09-15,US,vip
581,2022-10-18,US,new
582,2023-10-13,ES,returning
583,2022-04-18,ES,new
584,2022-09-27,CO,new
585,2022-08-11,CO,new
586,2022-06-28,US,vip
587,2024-05-01,MX,vip
588,2024-04-20,MX,vip
589,2022-03-28,ES,new
590,2023-05-29,ES,new
591,2023-08-03,US,returning
592,2022-05-15,US,new
593,2024-01-28,US,vip
594,2022-04-06,CO,returning
595,2022-08-02,ES,returning
596,2022-08-04,US,returning
597,2024-05-24,US,vip
598,2022-06-23,ES,vip
599,2022-10-20,AR,vip
600,2023-09-29,CO,returning
601,2022-08-07,ES,vip
602,2022-03-02,CO,returning
603,2022-01-11,CO,returning
604,2023-01-05,CO,vip
605,2024-01-14,US,new
606,2022-07-16,MX,vip
607,2023-10-26,AR,new
608,2023-02-06,AR,vip
609,2023-07-11,ES,vip
610,2023-05-04,AR,returning
611,2023-07-18,MX,returning
612,2022-10-06,AR,vip
613,2022-08-23,CO,vip
614,2022-07-09,ES,new
615,2022-03-14,ES,new
616,2023-05-04,US,vip
617,2023-07-07,ES,returning
618,2024-01-10,MX,returning
619,2023-02-24,AR,new
620,2022-10-16,CO,vip
621,2023-12-13,AR,new
622,2022-03-09,ES,returning
623,2023-03-04,US,returning
624,2024-05-27,MX,returning
625,2023-12-15,MX,new
626,2022-08-25,ES,vip
627,2022-08-12,AR,new
628,2023-11-12,AR,returning
629,2023-04-30,AR,returning
630,2024-02-18,CO,vip
631,2022-05-05,AR,returning
632,2023-04-13,MX,vip
633,2022-11-02,US,returning
634,2023-09-20,CO,returning
635,2022-12-15,AR,vip
636,2024-03-19,ES,returning
637,2023-12-21,AR,vip
638,2022-10-18,MX,new
639,2023-05-26,CO,vip
640,2023-07-08,AR,returning
641,2022-09-05,MX,returning
642,2022-08-24,MX,vip
643,2024-02-09,ES,vip
644,2022-01-18,ES,new
645,2022-08-29,CO,vip
646,2024-03-25,CO,returning
647,2022-09-29,US,new
648,2022-05-07,US,vip
649,2022-05-09,AR,new
650,2022-08-01,US,returning
651,2022-02-18,MX,new
652,2024-02-28,CO,vip
653,2024-05-03,AR,returning
654,2022-06-14,AR,new
655,2022-09-04,AR,vip
656,2024-03-15,AR,new
657,2022-05-24,CO,vip
658,2024-04-15,CO,returning
659,2023-02-23,US,new
660,2023-08-04,AR,returning
661,2022-04-15,AR,returning
662,2023-03-21,CO,returning
663,2023-05-08,US,vip
664,2023-07-21,AR,new
665,2023-01-12,US,returning
666,2023-01-09,MX,returning
667,2023-04-29,ES,returning
668,2022-06-27,MX,returning
669,2023-10-30,US,vip
670,2024-02-08,ES,vip
671,2022-10-28,ES,returning
672,2022-12-07,MX,new
673,2023-03-22,MX,vip
674,2022-06-12,AR,new
675,2024-06-17,MX,new
676,2024-03-19,CO,new
677,2022-03-05,MX,vip
678,2023-04-30,US,returning
679,2022-03-15,CO,new
680,2023-05-29,US,returning
681,2022-12-20,AR,vip
682,2023-07-03,ES,returning
683,2022-09-19,MX,new
684,2023-12-13,AR,new
685,2024-05-23,MX,new
686,2023-05-10,US,returning
687,2023-04-04,CO,new
688,2024-02-12,MX,returning
689,2022-09-04,MX,returning
690,2022-01-07,CO,new
691,2022-12-12,CO,returning
692,2022-11-25,CO,new
693,2022-01-05,AR,vip
694,2022-04-20,ES,returning
695,2022-12-12,AR,returning
696,2024-03-03,CO,vip
697,2022-05-08,US,vip
698,2022-07-07,AR,vip
699,2023-04-11,MX,vip
700,2023-06-23,AR,vip
701,2024-01-20,AR,vip
702,2022-02-14,MX,vip
703,2023-06-13,AR,vip
704,2022-08-06,MX,returning
705,2023-12-27,ES,new
706,2023-07-30,US,vip
707,2023-02-22,US,returning
708,2022-12-12,CO,vip
709,2023-12-04,MX,returning
710,2022-03-13,ES,new
711,2022-10-07,US,returning
712,2024-01-09,AR,returning
713,2023-09-07,CO,returning
714,2023-09-29,AR,returning
715,2023-07-29,CO,returning
716,2023-08-02,CO,new
717,2023-03-30,MX,returning
718,2023-03-26,ES,vip
719,2022-04-27,MX,new
720,2022-06-29,CO,returning
721,2022-11-19,ES,new
722,2023-03-07,US,vip
723,2023-07-24,CO,new
724,2023-09-25,CO,returning
725,2024-05-02,MX,vip
726,2022-09-24,ES,new
727,2023-08-23,CO,new
728,2022-03-13,AR,returning
729,2024-05-24,AR,returning
730,2024-01-08,AR,vip
731,2023-01-31,ES,vip
732,2022-10-01,MX,vip
733,2024-04-21,CO,returning
734,2023-09-04,US,returning
735,2023-12-09,US,returning
736,2022-08-05,AR,vip
737,2023-12-03,US,new
738,2024-02-20,MX,vip
739,2022-02-03,ES,vip
740,2023-03-29,CO,new
741,2022-12-27,MX,new
742,2022-09-16,AR,vip
743,2022-09-16,ES,vip
744,2023-03-25,AR,new
745,2024-04-06,CO,vip
746,2022-06-20,CO,vip
747,2023-01-21,US,vip
748,2024-01-19,AR,new
749,2023-09-07,MX,vip
750,2022-01-15,AR,new
751,2023-10-12,US,new
752,2023-08-19,AR,returning
753,2022-08-08,MX,new
754,2023-06-05,US,new
755,2023-09-29,US,vip
756,2023-11-04,MX,vip
757,2023-01-12,CO,returning
758,2022-12-29,MX,vip
759,2024-05-16,MX,returning
760,2023-05-31,US,new
761,2024-05-14,MX,new
762,2022-09-02,AR,new
763,2024-06-08,ES,new
764,2022-12-18,AR,vip
765,2023-08-22,MX,returning
766,2023-08-13,MX,vip
767,2023-10-09,CO,returning
768,2023-08-10,US,vip
769,2023-08-26,ES,new
770,2022-08-24,AR,new
771,2024-06-16,MX,vip
772,2022-05-29,AR,returning
773,2022-03-08,AR,new
774,2022-09-06,ES,vip
775,2022-05-01,MX,returning
776,2022-11-20,US,new
777,2023-05-17,CO,returning
778,2024-01-08,MX,vip
779,2023-03-06,ES,new
780,2022-08-12,ES,returning
781,2022-02-17,AR,vip
782,2023-01-16,ES,new
783,2022-09-12,US,new
784,2023-08-17,US,new
785,2024-04-15,AR,vip
786,2023-09-21,CO,new
787,2023-07-29,US,new
788,2024-02-01,AR,returning
789,2022-09-19,US,returning
790,2022-04-11,AR,new
791,2022-10-01,MX,vip
792,2022-03-29,US,returning
793,2023-07-22,CO,returning
794,2022-10-04,US,new
795,2022-01-25,AR,new
796,2022-02-05,ES,vip
797,2022-10-26,CO,new
798,2023-12-26,MX,returning
799,2023-03-11,AR,new
800,2023-02-15,MX,returning
801,2022-12-09,CO,vip
802,2022-06-07,AR,vip
803,2022-08-10,CO,new
804,2022-10-30,US,vip
805,2022-07-17,US,new
806,2022-07-01,CO,vip
807,2023-12-25,MX,vip
808,2023-02-03,AR,returning
809,2024-02-14,CO,vip
810,2022-07-30,AR,new
811,2022-05-12,CO,new
812,2024-01-13,AR,vip
813,2024-02-20,ES,vip
814,2024-04-19,ES,new
815,2023-05-03,AR,new
816,2024-01-16,AR,vip
817,2023-05-17,AR,returning
818,2022-06-05,US,vip
819,2022-01-31,MX,returning
820,2022-07-31,CO,vip
821,2023-12-20,MX,vip
822,2023-08-06,MX,returning
823,2023-06-13,ES,new
824,2024-03-06,ES,new
825,2024-02-03,US,returning
826,2022-05-04,MX,returning
827,2023-08-28,US,new
828,2022-03-27,ES,new
829,2023-09-18,ES,new
830,2023-06-24,CO,new
831,2023-03-03,MX,returning
832,2024-06-13,MX,vip
833,2022-12-04,ES,vip
834,2023-11-15,MX,vip
835,2024-04-15,ES,vip
836,2022-01-10,US,returning
837,2022-05-10,AR,new
838,2023-06-19,CO,vip
839,2022-09-16,MX,vip
840,2023-09-08,MX,vip
841,2023-08-21,CO,new
842,2023-04-10,MX,new
843,2023-04-01,US,vip
844,2022-05-11,CO,new
845,2024-04-15,US,returning
846,2024-01-05,MX,returning
847,2024-04-24,MX,returning
848,2024-06-09,CO,new
849,2022-04-23,CO,vip
850,2022-06-28,US,new
851,2022-03-29,CO,new
852,2022-01-31,AR,new
853,2022-04-15,AR,returning
854,2024-02-26,CO,returning
855,2023-11-27,US,vip
856,2023-12-21,ES,new
857,2022-03-02,ES,vip
858,2023-06-28,ES,new
859,2022-09-15,US,vip
860,2024-03-16,AR,returning
861,2023-04-26,CO,returning
862,2022-04-03,CO,new
863,2022-03-03,CO,returning
864,2023-11-09,MX,returning
865,2024-04-20,MX,vip
866,2022-09-05,AR,new
867,2022-06-30,US,vip
868,2023-12-25,MX,returning
869,2023-04-13,ES,new
870,2022-01-28,ES,vip
871,2024-05-24,ES,new
872,2022-01-10,AR,vip
873,2024-01-31,ES,new
874,2023-11-09,US,new
875,2024-05-07,MX,vip
876,2022-12-28,MX,new
877,2022-03-19,US,new
878,2024-05-01,US,vip
879,2023-01-04,US,vip
880,2023-02-26,CO,new
881,2022-05-20,AR,new
882,2022-08-29,AR,vip
883,2022-07-05,US,new
884,2023-03-27,AR,returning
885,2023-08-07,US,returning
886,2023-06-11,US,vip
887,2023-04-16,MX,returning
888,2022-08-28,US,returning
889,2023-02-24,ES,new
890,2022-01-18,CO,vip
891,2023-01-28,CO,returning
892,2023-04-16,CO,vip
893,2023-02-04,ES,vip
894,2024-01-19,MX,vip
895,2023-05-13,ES,vip
896,2023-07-08,US,returning
897,2023-03-26,US,vip
898,2022-03-29,ES,new
899,2024-03-05,US,vip
900,2022-07-12,US,new
901,2023-08-29,AR,new
902,2022-04-16,CO,vip
903,2023-08-16,CO,returning
904,2022-08-06,MX,vip
905,2023-11-03,AR,vip
906,2024-02-03,ES,new
907,2023-05-31,MX,new
908,2022-01-18,US,new
909,2023-02-12,MX,new
910,2022-10-14,CO,vip
911,2024-01-30,US,new
912,2022-08-09,AR,vip
913,2022-11-21,MX,vip
914,2024-05-02,ES,vip
915,2022-05-25,US,returning
916,2022-09-14,US,vip
917,2023-12-25,ES,returning
918,2022-12-02,CO,vip
919,2022-05-06,MX,vip
920,2024-01-10,AR,new
921,2023-08-24,CO,new
922,2022-04-23,ES,returning
923,2023-05-02,ES,new
924,2024-06-16,ES,new
925,2022-06-30,MX,returning
926,2023-10-10,CO,returning
927,2022-03-27,US,vip
928,2024-03-02,MX,new
929,2022-06-16,AR,vip
930,2024-02-17,AR,new
931,2024-02-24,MX,vip
932,2023-09-25,MX,new
933,2022-03-30,MX,returning
934,2023-01-17,CO,returning
935,2022-01-26,AR,vip
936,2022-01-04,AR,new
937,2022-12-17,CO,new
938,2023-01-04,CO,new
939,2022-08-06,CO,returning
940,2022-01-24,ES,vip
941,2023-05-06,CO,returning
942,2023-04-18,MX,vip
943,2023-03-15,MX,new
944,2022-03-09,ES,returning
945,2023-06-13,MX,vip
946,2022-10-04,AR,returning
947,2023-05-27,ES,vip
948,2022-12-15,MX,vip
949,2022-02-18,MX,vip
950,2022-12-26,AR,vip
951,2024-05-26,US,returning
952,2022-10-01,US,vip
953,2022-03-03,ES,new
954,2022-06-09,MX,vip
955,2024-05-31,MX,new
956,2024-04-18,AR,vip
957,2023-05-21,AR,returning
958,2024-06-14,MX,new
959,2022-05-25,CO,vip
960,2023-02-15,MX,vip
961,2022-11-22,US,returning
962,2023-01-16,ES,new
963,2024-05-04,MX,returning
964,2023-02-20,ES,new
965,2022-11-20,ES,returning
