transaction_id,user_id,product_id,quantity
27742,1389,1188,3
34475,30233,928,4
35292,29636,3182,2
5277,13384,3803,4
22900,47284,4858,3
21742,15417,3557,3
24848,29865,3208,2
39949,37364,4917,4
16619,38689,111,1
8047,43036,2663,1
15882,40519,4916,4
11172,34545,4390,3
39281,7446,2890,4
36315,3037,4659,3
9278,24060,1659,2
10657,35648,1603,1
4021,19022,4167,4
28884,16281,3376,1
13633,8661,4058,1
5000,1203,1882,2
25912,2727,909,2
13677,46571,2256,1
12482,47993,4963,4
32741,45425,3882,2
19303,12500,2000,3
34745,34721,3865,3
13591,20969,4470,1
11193,45279,2277,3
7513,11311,4622,1
1374,19231,3756,2
33024,26170,3482,3
21527,23041,132,1
4702,29289,915,1
5796,7696,4041,2
39842,40133,2483,4
36675,24864,306,4
39369,26753,798,4
38727,9038,3392,1
22692,15459,4611,3
9338,24384,1549,1
20467,44636,3053,3
16712,18644,3431,2
6255,31191,4942,4
2292,46505,2843,2
4538,8780,4389,1
16402,33894,2602,2
5790,677,1923,2
11632,2595,1061,2
5665,35240,3983,4
13161,43752,2394,2
6396,6237,4958,3
30132,21035,3504,3
17431,31724,32,3
25961,36202,1973,3
3605,17630,3293,4
7430,47802,418,2
5562,15541,17,2
33691,28394,1463,3
22165,25769,4541,1
10414,23520,3456,1
3693,40715,785,3
12895,18501,3714,1
15074,37088,4856,1
9253,7357,2207,3
34527,35395,1070,3
6160,30391,2694,3
3034,7177,4262,3
10603,7880,39,1
36022,33390,3082,4
39777,27932,4189,4
25432,45753,2218,4
37416,11512,2515,1
6311,14227,3525,2
34668,2502,809,3
746,14400,2246,4
9892,14653,3285,4
39256,9437,2313,4
3501,7091,1725,3
22530,9481,1116,4
19710,24169,3760,2
36082,24135,1330,1
15324,34583,1643,1
15684,29887,48,1
12473,43276,4085,3
31189,18926,3246,4
5456,18282,4896,4
20420,9205,1472,3
15712,5554,1815,2
35733,34938,3459,2
22900,42155,3421,4
5652,27870,3319,3
36312,6010,3587,2
1979,25379,2191,4
17165,31238,3511,3
31758,721,4747,3
3212,32108,63,2
22437,27383,1044,4
27108,4618,1878,4
16889,15365,4584,2
4731,29029,2878,4
34468,33823,1968,3
31893,3027,1178,3
11195,28438,4179,3
12087,44214,4470,3
17866,49440,431,4
30200,17404,3471,2
1339,20149,424,3
30028,4476,4753,4
39582,22422,1150,3
36848,23152,1295,3
36449,34331,2764,4
12183,29553,3699,3
36356,13679,725,1
16135,23890,4937,3
4173,22419,2859,3
36193,30479,1617,1
25896,39670,1718,3
21209,22049,465,3
16263,24389,3267,2
17052,28001,1657,4
29843,41311,1891,1
29494,13270,1982,2
11466,36046,3154,3
27044,4228,1593,4
39931,47479,2835,1
28689,44025,337,4
10591,3097,1680,2
14278,27870,32,2
25378,43735,941,3
35010,40684,1138,3
15112,35883,3569,2
31135,24021,3205,2
17461,4817,3466,2
29551,40354,3514,2
20241,22504,2354,2
38566,21915,2608,3
26679,14854,4998,4
30143,44394,1947,1
25045,12493,143,1
7102,8280,3388,4
34110,32038,730,3
39147,10866,1948,4
13502,39753,2975,1
13235,20709,3502,2
38837,37373,569,4
22325,46979,2008,2
17547,48680,3766,4
8960,26738,3055,3
38733,8756,682,2
5962,28947,2613,2
39645,29534,368,4
22560,8138,3719,1
28868,21521,1144,4
1063,33689,2749,3
17296,44833,30,2
8533,24587,1447,2
23307,45017,2860,1
11589,14300,682,3
25755,2551,2178,4
30586,33326,180,1
1877,49708,330,3
28624,42705,3654,2
30596,18758,4241,1
1153,10615,4170,3
18388,14775,2181,2
23268,35658,2787,2
27246,22992,2114,4
36761,36559,480,3
6708,41400,2293,4
1352,40030,395,4
32472,6888,451,2
33604,13079,4934,4
11858,39147,1621,1
16462,30080,3379,3
350,17435,590,4
13363,2088,3853,4
749,22560,1652,3
12031,14614,3351,1
6517,23878,2052,4
18234,15252,4190,4
1529,19982,3031,3
32588,19115,1076,3
25304,6472,1448,2
7041,19815,441,4
16699,6129,2994,3
3814,22485,431,4
38416,8336,17,3
27723,24877,1745,1
24994,16925,3679,3
30174,46805,191,2
19065,37471,16,3
29676,34927,4933,2
13405,47880,4885,2
29474,42807,4071,4
19772,876,2187,4
29841,21054,4659,3
22756,18574,1155,1
17166,19923,3048,2
13128,49458,1202,1
35805,33433,123,4
23731,8440,822,3
26883,12830,2578,2
8980,41219,1690,3
6174,7258,4716,3
30416,43563,772,2
23030,18922,1418,1
9990,4132,4223,4
2945,18258,1007,4
19526,29409,426,3
21562,29003,536,3
17051,10668,3628,2
20606,998,2990,3
3060,4891,4256,4
25372,27048,2086,4
6064,285,2027,1
19150,36470,3496,1
7456,12338,3038,1
20589,46884,4468,1
11427,36164,2267,1
29964,37610,683,2
10792,38574,4144,1
29144,304,1830,4
32779,30659,3772,1
5304,13140,390,1
5707,18762,2385,3
2698,38831,2796,4
17787,24017,1625,1
6935,20340,712,4
30224,49498,1326,1
20801,47433,1166,4
17404,21551,3540,1
11212,25252,839,4
39784,31011,2919,3
39342,15872,1296,4
25029,37254,3726,4
24900,32435,4737,4
18520,16532,3654,3
15229,27736,2846,4
24758,42206,4029,3
16628,25298,1866,1
38487,14980,3651,1
19962,38847,1914,1
29498,26924,2818,2
32724,40793,2729,1
23464,6676,349,2
28313,31772,3781,3
34990,36893,146,1
39588,13869,4587,2
22030,11726,4848,3
18222,33880,1641,2
9588,21980,4321,3
22815,14547,887,3
1416,46196,4934,4
19854,40628,1356,1
28260,33401,4436,2
13739,25174,1241,1
31114,7799,3655,3
8654,43883,1425,4
24267,35606,1548,1
19443,37677,3478,1
37614,44787,298,2
18335,27146,1284,1
32826,39624,2986,3
38340,39995,3157,3
18080,25829,782,3
9422,46392,3604,2
12353,4881,1365,2
33257,14805,904,4
452,20555,4548,4
31922,33355,1182,3
2174,14651,1031,4
13772,11217,4079,3
29945,35714,14,3
11453,29566,4154,2
16644,24590,1338,4
24297,36418,4521,3
34592,25895,2476,1
32142,25789,3786,1
31128,32539,4747,3
21676,24687,3328,3
3755,7554,503,4
35026,3985,3314,1
12546,17323,2518,4
7340,30202,666,3
23974,47105,2327,1
12911,15027,527,3
25837,39331,3269,2
31634,46211,1565,2
22861,15733,3492,4
17765,29197,948,2
15633,14735,1051,3
4534,44649,1618,3
25136,21134,837,2
27992,47071,4670,2
22779,44586,2140,2
3861,5994,3024,2
6412,8077,4971,1
25849,31954,4219,4
13652,14176,754,1
26283,31838,2661,4
1693,32828,4507,1
4859,42974,872,2
19279,49194,807,4
15023,44155,3516,2
5063,15371,320,3
30897,30466,922,4
5049,3050,3732,3
35561,5796,2487,2
5535,34648,1905,4
13791,10200,1239,2
26551,37836,4660,1
33421,21672,3819,2
27563,13641,3275,4
16765,13890,1712,3
3046,49200,884,4
27938,14405,4741,1
19061,3834,3867,1
11784,27330,1220,4
23438,42319,2569,3
12052,36462,3085,2
22202,31122,90,2
16468,24222,275,3
34447,46299,4124,1
10105,32545,126,4
6223,28576,3841,4
8086,3810,419,1
10557,27858,2495,1
31558,28399,1824,4
12224,47925,1531,3
17009,22040,2230,4
34450,4240,2240,3
7878,35251,631,1
29613,1564,1932,1
4593,31817,1610,2
4638,22959,4884,2
9808,6610,2942,1
13362,45541,2300,2
5072,27456,4873,1
19783,27820,3146,1
29836,16346,487,2
13429,46306,1966,1
2661,40320,3637,2
28974,8482,507,4
18349,7520,4956,2
36887,37811,54,3
32151,25018,180,4
31239,12358,3839,2
12454,31885,1190,3
35817,15834,2814,2
24872,8588,1207,1
25665,14961,1345,1
27787,16148,1016,1
710,4095,1031,1
19825,27077,25,2
33105,25760,3746,2
26331,20279,4912,1
38405,36320,2172,3
35251,35740,4283,4
17893,44405,1816,4
15647,47295,2170,3
38058,48775,3805,1
19894,27081,903,3
26952,6477,4968,3
18642,24888,3275,1
28921,42172,912,4
23378,498,3109,1
16270,9708,836,1
23643,48740,186,4
1971,37845,238,2
29482,34946,3207,1
17928,14423,638,1
37694,11205,1456,1
8169,32280,1431,1
19177,43423,4145,2
21223,29390,925,1
37592,43838,3519,3
35964,19314,1648,3
19400,8688,2815,2
2823,37076,4254,4
17928,29168,4552,4
16295,31395,67,4
14928,7471,3105,3
26835,47461,3177,4
19825,31065,4281,3
36819,516,116,4
3162,33195,4645,3
14190,46917,2244,2
34666,34706,2082,4
39573,38350,2763,3
37352,26431,4173,2
3574,2388,1846,1
30538,32244,4102,1
32491,8338,557,2
20940,31670,3500,2
30780,16201,1863,3
28828,6253,4668,1
37816,4990,1720,1
36485,30463,4007,4
28881,15095,49,2
7784,13153,275,3
32459,2990,3932,3
2628,14934,2183,4
35290,8284,3365,1
5847,26068,1386,2
15989,6010,1579,4
24280,7386,794,2
11462,13747,4954,3
15198,1375,3360,1
30340,1047,2016,1
17908,39262,2832,2
9256,48139,2354,1
24442,37797,4423,2
7319,19256,289,2
38365,35404,1813,2
1641,8434,3868,3
25709,32553,3712,4
25887,41221,2232,3
11780,4263,4591,3
5275,7489,852,3
4449,17788,4078,1
12015,4257,3490,1
11687,42550,446,2
15828,35078,566,2
3149,43422,3475,2
29234,46002,152,2
3904,47179,2244,4
6160,25825,2547,2
34748,24428,405,2
25527,5263,4732,1
20460,43565,2443,1
28193,9650,744,4
33264,2768,2518,1
38279,6312,733,4
32049,23355,2125,4
12991,6317,1748,4
25153,5863,4694,1
6331,21901,4439,1
27831,17546,1995,1
9169,22233,1685,2
13376,2145,2425,1
36242,29049,706,3
24024,14949,4326,4
7662,6678,493,1
9246,24857,330,4
17794,29012,4838,4
24208,10429,2206,1
14614,21747,4252,2
3238,27320,235,3
27780,36175,1567,4
23050,16236,1971,3
35968,3,2756,3
8738,10901,3882,4
7351,31628,3215,2
15583,23821,2208,3
33039,25990,2907,3
5986,4112,2661,3
9534,43539,3151,4
6359,24336,2872,2
11994,3885,1205,1
6144,45044,3565,2
1853,18702,4433,4
38485,6429,367,1
15975,45198,4671,3
21892,32297,3588,2
20066,38990,772,4
12617,3348,1228,2
1655,37539,4695,2
9262,1647,1999,3
1559,15107,2817,3
21616,42943,392,4
22439,16571,4887,2
36821,16398,811,4
1891,29063,251,4
9791,33199,3435,1
13566,40616,1177,2
1048,18594,3007,3
36928,41672,3352,1
11601,9204,287,2
3616,7299,1660,4
31727,4181,491,4
15956,9071,160,4
28981,14255,2532,3
12992,19292,2419,1
23418,35882,2923,2
30920,15612,3017,2
16052,17567,4032,2
31606,9247,3730,4
13759,11742,543,3
21984,34840,2347,3
37879,14008,3332,3
34409,1016,433,4
28310,27472,2652,2
15057,31752,3422,2
17017,6326,4860,1
3569,44466,2335,3
7839,48684,221,3
12232,41069,3185,1
37037,36077,3263,2
25589,7306,2349,4
4032,42345,1436,2
17954,6448,1494,2
28459,42363,3995,4
14499,13213,2513,3
34529,13095,2438,4
4327,45561,3617,1
19244,35117,3758,2
18078,23753,274,2
32815,5111,4693,3
26665,34503,985,2
726,47128,353,2
36640,1332,2991,4
25056,47566,363,3
20865,8554,2949,3
22076,6186,647,1
35384,18371,1467,2
5728,45567,675,1
2530,29632,2141,1
3235,24348,1218,2
29885,5388,1424,3
16719,49450,3282,1
27725,25508,750,3
16623,37321,1435,3
10347,23624,1735,1
19348,3854,4390,1
35000,9630,865,3
8865,22994,4521,4
36477,4435,3050,3
24533,18162,3111,1
8660,2112,3967,3
19557,16806,4054,3
38971,2611,4109,4
23755,35124,3794,3
11342,38808,941,4
22341,29163,3236,3
31635,47033,1416,1
28909,16335,4912,2
23952,32920,4468,2
2646,17020,1090,2
35230,36613,858,2
35112,20195,1935,2
25350,44167,3251,2
19177,31689,3627,3
4195,33683,4474,3
9573,17603,4972,3
13107,24735,111,4
27484,16496,554,3
3659,17951,2122,3
22619,1192,1810,4
5008,29082,3970,3
37902,48841,4897,4
7905,31686,2153,3
28921,27905,2904,4
20253,4127,1681,3
27301,44308,3139,1
25089,22780,4629,3
35805,41512,4296,1
30679,25261,3217,4
36672,27638,3361,1
21515,40363,2731,1
23042,27208,2110,1
31575,860,1630,1
38342,6448,548,2
2190,14422,4600,1
20650,38004,4579,2
9005,23328,113,4
26273,11983,3311,2
22313,37892,3530,4
16627,7124,3479,4
32139,44318,1556,4
3786,6760,2754,1
39589,40778,2018,3
2974,26610,835,2
31543,15816,4125,3
1908,45867,2907,2
10739,36462,3618,4
520,10421,3767,2
20796,2338,1661,4
32894,44858,3382,3
39546,25276,2182,3
14644,2542,2170,2
1944,28254,3657,4
7084,9454,4757,1
16821,14534,4899,3
16564,47747,2957,2
18527,42835,3271,2
32831,41297,4444,2
9938,43529,4659,2
29193,38220,912,2
25124,17558,2187,3
34236,36930,910,2
2868,717,4086,4
5789,1432,3256,4
35265,39705,2255,2
23409,1606,1811,3
10580,40470,1431,3
17222,5480,3910,1
31213,41734,3770,1
5443,34518,2554,3
17160,28102,4832,4
26092,25994,3350,1
37253,14694,2061,1
28463,27184,4938,2
11880,34612,2077,4
29599,3333,3888,3
2536,9759,1048,2
16679,9708,1085,3
12052,49861,2455,4
39720,43192,4727,4
37210,16913,3483,2
35277,29172,2839,2
38940,21218,1746,3
33637,22332,4172,1
32830,2213,3089,3
36318,39315,4609,1
10794,37065,2501,4
21324,14611,771,2
25510,48296,4422,2
11133,19926,1810,1
5118,16615,4041,3
22175,27253,67,3
29947,14975,686,4
12662,13898,3245,2
28023,38762,598,4
28506,49498,143,1
13756,15396,1956,4
9096,31876,333,1
12733,4632,3610,3
30369,2061,106,1
25654,44829,3301,4
17410,11007,485,1
25934,41551,2562,3
5443,831,2160,2
37456,47684,4639,4
37808,29527,3634,2
30814,8170,4795,1
24127,27189,1508,1
14126,42446,4007,2
26216,28276,265,3
6619,12387,4211,2
21652,12828,450,3
15584,40050,2576,3
13760,10289,1550,1
22604,24330,689,4
1798,27540,3778,3
38402,25118,433,4
39099,20973,517,2
28884,24795,765,1
7842,35300,4321,3
7614,15209,3294,2
1767,11337,4235,3
5001,22901,1496,3
22586,48693,3139,3
32409,9902,3702,1
1904,4268,3209,4
4917,43118,3197,2
5793,38069,2483,2
26822,29383,1242,4
18071,5596,3640,1
4530,24585,3090,2
30337,36258,4126,2
13523,15724,2842,1
35270,3637,4732,1
19346,43875,1963,3
22122,10190,1055,1
11344,13160,2519,2
35057,22442,2783,2
22500,19722,1371,1
1223,34473,4567,2
18396,26439,4246,4
1927,45394,3875,2
4666,6509,4774,3
11138,12160,2378,3
529,6265,4790,1
33272,44502,3683,1
15585,24149,3200,1
12579,17206,808,2
23141,1368,1507,4
8203,42794,3965,3
38563,21124,594,4
32697,37132,3329,3
9015,33328,4332,4
33692,6006,4110,4
3077,12938,4450,2
35040,19952,1693,1
29079,33393,3127,2
38654,14078,4716,4
38203,927,4091,1
32267,22568,3785,3
10201,27511,4399,3
31186,6199,2171,1
33323,29140,4207,1
14942,48847,1855,1
32273,20843,3211,1
25078,32848,1598,2
6028,31066,3706,2
39262,19212,3326,1
575,34262,2014,3
31252,35908,2289,4
23008,43103,550,3
8378,43739,4905,3
20946,2430,4402,1
14625,45182,22,2
15031,6099,4298,2
39596,30698,4332,2
13452,30287,762,1
3351,32715,2203,3
2599,37444,3955,1
7428,47775,2742,3
19647,36142,2197,1
21534,45942,1333,2
26365,28365,2231,3
37505,44640,171,4
7167,13703,3584,2
4577,1578,1989,1
3645,48399,794,2
33815,21485,434,1
24275,41905,635,1
22626,35548,1255,2
5030,49801,3172,2
21179,11139,772,4
8883,1554,4256,4
12630,14876,306,4
15892,47616,3022,2
14995,18545,121,4
6930,4241,2048,4
39383,32182,1596,2
26405,44843,2162,3
32978,10039,2012,2
34097,7322,2697,4
9526,10121,2000,3
33961,759,308,1
6679,40056,1879,4
23653,40781,4366,3
33911,14986,1289,4
30102,31596,2160,1
6320,24624,3771,4
13611,12281,3180,3
18306,20481,2786,2
33722,26465,1147,4
1451,13950,898,1
38836,20576,522,3
4747,45437,2921,2
1803,4693,2172,1
5788,44717,2158,4
32096,31550,849,3
28868,34792,2823,1
6338,14811,321,2
14237,1141,2106,1
37493,33094,15,4
28581,41784,4381,4
1371,12992,4544,4
39783,32493,2976,4
35510,8295,782,4
29268,16784,4149,3
17477,4463,3168,1
23602,47493,1572,2
4701,22179,2418,2
21223,16497,4167,4
19451,41785,2537,2
22843,22933,4121,3
23405,2396,3804,1
14035,4149,4077,1
17930,44156,4611,4
3931,29976,2958,4
3571,24439,987,4
3721,27806,1275,4
35453,13800,4496,3
33283,36400,4184,1
35706,1789,1503,4
21455,25086,4622,2
2153,27301,805,1
2030,4810,1072,1
37464,49949,4528,3
35464,35088,3085,4
22005,48319,390,1
14235,44819,4906,2
38547,7319,2512,4
3879,18995,1750,4
28662,16311,3594,1
35221,31364,964,4
8990,47854,607,3
29075,33617,3105,3
7767,20653,4700,1
22379,3614,829,3
24416,14331,4276,3
32505,35219,4364,3
30798,8818,4331,3
38894,14314,3254,1
38773,14482,2722,4
21087,18804,572,2
38709,20030,3695,3
23546,15042,4908,3
36049,18096,1225,2
22636,39366,3747,1
12722,24678,1785,2
4563,26946,4802,2
38618,26828,4504,4
30030,3600,3916,4
18594,45000,2001,4
30196,10189,465,4
5270,28676,2575,4
30959,49430,3434,1
19090,45440,4034,3
31510,3653,3048,1
10286,36574,1290,4
21788,35441,4702,3
6351,7366,2687,1
24023,22847,714,4
39661,11734,735,4
14373,9381,1224,2
27486,35678,4528,4
8120,10733,2335,4
26005,13629,1594,4
12854,28595,4499,4
30732,37251,52,4
36181,9191,4894,2
18178,9110,3510,3
19369,10218,3948,3
8391,22268,4976,4
17990,26788,1791,1
28499,12101,4931,2
38198,20426,2098,4
27453,8795,4388,1
11749,22605,4486,1
34069,21888,729,1
18077,37265,2780,1
33091,39256,3686,2
9930,45449,1053,2
27731,19805,1446,4
38456,930,417,4
35357,17722,4476,1
31920,48251,1461,4
28239,37883,2109,3
36352,10465,1501,2
22655,41136,2876,3
13004,9289,3647,4
14013,6378,1985,2
37941,8016,4690,1
10944,15485,1685,1
30240,17621,639,4
7831,45663,4472,4
10924,49650,4402,1
32262,22089,541,3
19699,33824,1338,3
15716,10213,830,4
919,15785,3493,1
9549,45632,993,1
32215,26941,4159,2
7242,33128,1975,2
30569,37813,2367,3
9103,26880,3500,1
7204,17718,748,4
25310,17353,4548,1
2484,2312,2450,2
21573,39943,3422,4
32859,42831,2540,2
1131,14474,2481,2
17395,15186,4123,1
14480,28538,1369,3
16242,19694,2169,2
9222,44848,4367,1
2493,150,3067,1
25832,15615,4841,2
20272,35422,3688,2
27096,42016,3214,4
15553,30983,4081,4
30172,3878,563,2
14049,34553,1470,1
6675,42003,2944,2
34405,46924,600,1
5242,44430,1308,3
14075,46810,3922,3
24521,33966,3824,4
634,27518,1890,2
11691,7444,2823,1
23820,4178,2415,1
21622,13577,1123,1
5082,25472,4732,2
11750,7075,623,4
16521,31887,1256,1
18711,43963,2607,1
1468,35378,4857,4
30327,22157,597,2
24133,249,3995,3
39626,22982,2052,4
27458,18633,517,1
39420,1556,374,2
12351,45100,2144,3
35046,34451,4777,1
33027,44560,1066,3
29392,20905,1967,4
15814,9224,4854,3
24348,9795,2869,1
35222,27354,2251,1
16722,8758,1714,2
4232,21982,2353,3
18701,31808,2652,4
38594,32352,1763,1
29624,42823,3869,1
909,48887,2507,2
12507,32626,1965,4
33493,7844,4687,4
25886,44217,1642,3
29499,16637,194,2
25369,48230,2372,3
3415,39107,87,1
2239,1688,2874,2
18722,33874,4424,1
13546,34055,1763,1
14879,20831,3877,4
1407,13980,3402,3
39802,37167,3273,1
17912,34782,2835,1
1053,33512,4344,2
24444,10639,1575,2
13496,34373,57,2
16602,3426,3327,3
6319,24891,1313,4
26262,46397,2710,1
11912,2913,3384,3
13668,9885,4689,3
32506,14996,1092,1
35916,25639,1849,1
5870,24412,3252,4
19425,18969,524,1
24676,30651,3806,1
10295,47542,2674,1
34815,36744,2764,3
10685,29500,731,2
24330,32778,2195,1
35039,47045,1675,4
31662,24406,2650,2
4313,5982,686,1
20723,33384,3695,4
26709,10164,2015,3
3426,32845,1122,1
3500,2115,3440,3
10644,24633,2330,1
20522,23815,1690,1
6877,49387,2218,2
9664,17713,1728,4
10427,41280,4669,3
9334,1708,810,3
36498,38917,2214,1
445,3938,2254,3
15678,3852,3460,2
2607,23932,3141,2
32059,25576,4987,2
33718,23037,1502,3
27881,37048,4084,4
39650,16926,2708,1
14825,46097,4528,2
4890,191,3164,2
4627,21155,2486,4
30633,5917,4210,2
16720,26496,3873,4
23016,43852,4351,2
5477,8177,539,3
3907,44567,1843,2
25422,45156,1269,3
11291,39028,4981,2
26591,30353,2668,1
18204,27081,3909,4
36926,34735,4536,4
6417,27762,1346,2
20405,31275,3336,3
25385,42631,4540,1
16143,37475,1449,2
29563,35084,4884,2
23367,37658,1902,1
19025,36271,237,2
26872,39548,4382,3
3610,36811,1391,2
35429,12234,1939,2
36979,22259,3178,1
19141,14050,4559,4
29191,28381,4776,1
23243,32566,4346,4
6617,179,4790,1
27638,48065,141,1
16437,24373,661,4
