product_id,category,price,vendor_id
1028,hogar,95.68,55
1029,gaming,274.01,11
1030,moda,491.57,177
1031,belleza,426.73,473
1032,electro,406.69,160
1033,belleza,449.14,240
1034,hogar,36.4,171
1035,gaming,242.89,137
1036,moda,217.26,229
1037,gaming,222.76,177
1038,hogar,185.78,80
1039,moda,404.19,443
1040,hogar,469.25,160
1041,belleza,413.62,298
1042,moda,264.9,282
1043,electro,437.8,376
1044,gaming,309.92,463
1045,belleza,414.48,315
1046,electro,414.92,334
1047,hogar,341.58,284
1048,electro,440.03,348
1049,electro,395.15,294
1050,hogar,417.94,445
1051,gaming,201.48,290
1052,hogar,290.93,144
1053,gaming,41.42,229
1054,hogar,367.45,212
1055,moda,146.65,470
1056,belleza,477.75,121
1057,moda,18.66,218
1058,hogar,451.48,165
1059,moda,34.41,234
1060,moda,395.22,355
1061,hogar,83.24,101
1062,gaming,306.46,464
1063,gaming,289.74,390
1064,belleza,97.65,372
1065,gaming,425.62,215
1066,electro,277.55,160
1067,gaming,95.25,224
1068,electro,313.71,397
1069,hogar,38.32,285
1070,belleza,389.07,430
1071,moda,14.93,247
1072,belleza,304.69,121
1073,belleza,75.31,283
1074,belleza,152.39,178
1075,hogar,464.43,216
1076,electro,325.68,291
1077,electro,179.51,15
1078,moda,460.42,9
1079,hogar,194.54,353
1080,gaming,498.36,23
1081,moda,100.85,368
1082,gaming,139.44,22
1083,gaming,99.48,141
1084,moda,384.69,106
1085,moda,64.6,24
1086,belleza,124.4,315
1087,gaming,228.77,317
1088,moda,185.82,66
1089,gaming,296.52,350
1090,hogar,225.35,28
1091,electro,254.11,127
1092,hogar,164.11,85
1093,moda,268.38,269
1094,moda,445.83,387
1095,moda,156.34,383
1096,moda,83.51,236
1097,moda,498.26,55
1098,hogar,476.42,5
1099,belleza,357.85,443
1100,hogar,152.76,348
1101,hogar,269.9,115
1102,electro,149.18,159
1103,belleza,230.86,106
1104,hogar,92.32,286
1105,hogar,436.07,348
1106,moda,477.79,101
1107,moda,31.06,417
1108,electro,461.07,10
1109,hogar,454.36,421
1110,moda,289.33,30
1111,belleza,188.63,357
1112,moda,50.46,304
1113,moda,67.16,111
1114,moda,40.47,181
1115,moda,400.69,95
1116,moda,447.26,91
1117,belleza,113.12,170
1118,hogar,119.57,116
1119,electro,187.61,398
1120,gaming,276.08,197
1121,gaming,290.65,359
1122,belleza,445.65,473
1123,moda,118.23,232
1124,moda,49.02,361
1125,hogar,460.22,329
1126,belleza,399.34,390
1127,hogar,262.17,240
1128,electro,176.92,71
1129,belleza,185.62,439
1130,hogar,270.3,218
1131,belleza,292.04,148
1132,hogar,141.85,76
1133,electro,493.01,301
1134,electro,431.76,109
1135,gaming,131.64,336
1136,gaming,427.55,473
1137,belleza,22.14,371
1138,hogar,131.1,107
1139,belleza,282.77,161
1140,gaming,495.73,285
1141,hogar,61.91,493
1142,moda,455.4,426
1143,gaming,59.41,368
1144,moda,328.8,169
1145,hogar,89.96,479
1146,electro,10.94,102
1147,gaming,302.76,439
1148,belleza,499.44,210
1149,moda,6.73,133
1150,gaming,114.01,290
1151,hogar,84.12,456
1152,hogar,272.09,240
1153,gaming,408.39,358
1154,gaming,160.41,74
1155,belleza,207.9,43
1156,belleza,417.33,98
1157,gaming,26.02,73
1158,electro,242.79,461
1159,hogar,200.46,66
1160,moda,332.82,27
1161,gaming,156.74,466
1162,moda,88.04,2
1163,belleza,273.64,45
1164,moda,19.22,378
1165,electro,264.76,295
1166,electro,350.46,52
1167,gaming,20.67,222
1168,belleza,358.3,438
1169,gaming,433.44,272
1170,electro,34.62,255
1171,hogar,369.07,267
1172,belleza,236.23,458
1173,belleza,289.09,246
1174,belleza,166.89,65
1175,belleza,265.95,309
1176,electro,498.15,49
1177,gaming,416.91,321
1178,hogar,14.3,481
1179,electro,121.95,368
1180,gaming,112.58,450
1181,hogar,130.95,490
1182,moda,184.4,414
1183,moda,297.44,168
1184,gaming,458.25,91
1185,moda,343.09,362
1186,electro,182.66,447
1187,electro,496.26,39
