user_id,grupo,prob_compra_previa,descuento_ofrecido,engagement_score,historial_compras,compra
158,control,0.368,15,0.807,12,0
159,tratamiento,0.103,10,0.978,12,0
160,control,0.039,5,0.531,2,0
161,tratamiento,0.006,15,0.724,12,0
162,control,0.1,15,0.189,9,0
163,tratamiento,0.072,15,0.938,10,0
164,tratamiento,0.042,5,0.578,0,0
165,control,0.338,10,0.011,5,0
166,control,0.35,15,0.89,6,0
167,control,0.073,15,0.175,14,0
168,control,0.15,15,0.08,0,0
169,control,0.258,0,0.812,1,0
170,control,0.243,5,0.846,13,0
171,tratamiento,0.071,0,0.603,6,1
172,control,0.132,0,0.372,12,0
173,tratamiento,0.076,15,0.641,7,0
174,tratamiento,0.288,0,0.612,12,1
175,control,0.017,10,0.061,1,0
176,tratamiento,0.119,5,0.595,2,1
177,control,0.075,10,0.355,7,0
178,control,0.039,5,0.288,8,0
179,tratamiento,0.28,5,0.483,12,1
180,control,0.171,15,0.464,9,1
181,tratamiento,0.343,10,0.172,4,0
182,control,0.019,10,0.243,8,0
183,control,0.139,10,0.348,13,0
184,control,0.339,0,0.082,13,1
185,tratamiento,0.294,15,0.84,10,0
186,control,0.338,15,0.647,4,0
187,tratamiento,0.382,5,0.359,0,0
188,control,0.396,5,0.411,8,0
189,tratamiento,0.023,5,0.274,2,0
190,tratamiento,0.235,10,0.022,11,0
191,tratamiento,0.271,5,0.58,0,0
192,control,0.151,0,0.616,0,0
193,tratamiento,0.359,15,0.856,8,1
194,control,0.304,0,0.578,0,1
195,tratamiento,0.282,0,0.872,11,0
196,tratamiento,0.344,5,0.415,1,0
197,tratamiento,0.045,10,0.578,6,0
198,control,0.196,10,0.099,6,0
199,tratamiento,0.261,15,0.961,3,1
200,control,0.357,5,0.414,5,0
201,tratamiento,0.156,5,0.309,6,0
202,tratamiento,0.306,10,0.215,13,0
203,control,0.089,0,0.31,6,0
204,tratamiento,0.22,15,0.004,14,1
205,tratamiento,0.235,15,0.869,10,1
206,tratamiento,0.167,0,0.698,4,0
207,control,0.305,5,0.109,4,0
208,control,0.233,0,0.705,6,0
209,tratamiento,0.195,15,0.188,10,1
210,control,0.106,10,0.027,11,0
211,tratamiento,0.332,0,0.798,14,1
212,control,0.213,0,0.344,11,1
213,control,0.254,5,0.089,2,1
214,tratamiento,0.116,5,0.683,13,0
215,control,0.3,15,0.074,10,0
216,tratamiento,0.101,10,0.646,7,0
217,control,0.126,10,0.136,8,0
218,tratamiento,0.113,0,0.837,1,0
219,control,0.185,10,0.921,2,1
220,control,0.332,15,0.606,3,0
221,tratamiento,0.273,15,0.572,4,0
222,tratamiento,0.254,10,0.168,5,0
223,tratamiento,0.127,15,0.156,4,0
224,control,0.332,0,0.791,6,0
225,control,0.306,5,0.727,2,0
226,control,0.184,10,0.362,4,0
227,control,0.014,15,0.572,2,0
228,control,0.193,15,0.817,13,0
229,control,0.011,5,0.622,14,0
230,control,0.114,0,0.498,4,0
231,control,0.164,5,0.543,10,1
232,tratamiento,0.03,5,0.733,4,1
233,control,0.098,15,0.475,14,0
234,control,0.112,5,0.418,4,0
235,control,0.178,5,0.259,1,0
236,control,0.031,5,0.055,8,0
237,control,0.356,0,0.671,1,0
238,tratamiento,0.093,5,0.102,12,0
239,control,0.114,10,0.734,14,0
240,control,0.17,10,0.043,11,1
241,control,0.278,0,0.696,7,0
242,tratamiento,0.058,0,0.588,8,0
243,tratamiento,0.0,15,0.529,11,0
244,tratamiento,0.014,15,0.111,13,0
245,tratamiento,0.056,5,0.353,5,0
246,tratamiento,0.225,10,0.699,4,0
247,tratamiento,0.016,10,0.265,1,0
248,tratamiento,0.075,5,0.029,6,1
249,tratamiento,0.187,10,0.12,0,0
250,tratamiento,0.213,10,0.684,11,0
251,control,0.333,0,0.253,10,0
252,tratamiento,0.268,0,0.39,8,0
253,tratamiento,0.189,0,0.744,14,0
254,tratamiento,0.108,15,0.056,10,0
255,control,0.077,0,0.286,2,0
256,tratamiento,0.255,10,0.542,7,0
257,tratamiento,0.152,15,0.596,14,0
258,control,0.382,5,0.253,7,1
259,tratamiento,0.239,10,0.399,11,0
260,control,0.0,10,0.797,7,0
261,control,0.157,5,0.472,3,0
262,control,0.102,10,0.146,12,0
263,control,0.047,10,0.693,2,0
264,tratamiento,0.288,15,0.789,4,1
265,control,0.189,0,0.64,9,1
266,control,0.087,0,0.97,4,0
267,control,0.104,5,0.141,11,0
268,control,0.366,0,0.023,0,0
269,control,0.174,5,0.062,0,0
270,control,0.029,10,0.125,5,0
271,control,0.121,5,0.904,14,0
272,control,0.142,5,0.377,1,0
273,control,0.162,0,0.387,4,0
274,control,0.097,15,0.127,7,1
275,tratamiento,0.386,5,0.917,0,0
276,control,0.274,0,0.032,1,0
277,control,0.015,0,0.138,1,0
278,tratamiento,0.023,15,0.925,4,0
279,tratamiento,0.378,15,0.554,0,0
280,tratamiento,0.365,0,0.79,0,0
281,tratamiento,0.269,5,0.716,2,1
282,control,0.21,5,0.834,8,0
283,tratamiento,0.283,15,0.433,13,0
284,control,0.059,5,0.356,4,0
285,tratamiento,0.354,15,0.5,0,1
286,tratamiento,0.194,5,0.561,6,0
287,tratamiento,0.147,15,0.727,7,1
288,control,0.258,10,0.178,0,0
289,tratamiento,0.123,15,0.706,4,0
290,control,0.186,10,0.152,11,0
291,control,0.256,0,0.412,2,0
292,tratamiento,0.319,5,0.444,7,0
293,control,0.381,5,0.391,10,0
294,control,0.387,15,0.544,14,0
295,control,0.107,0,0.402,6,0
296,control,0.254,10,0.072,5,0
297,control,0.212,5,0.669,1,1
298,tratamiento,0.191,15,0.974,2,1
299,control,0.072,10,0.841,9,0
300,tratamiento,0.054,10,0.466,4,0
301,control,0.396,10,0.443,4,0
302,tratamiento,0.039,0,0.062,13,0
303,tratamiento,0.007,0,0.032,10,0
304,control,0.25,15,0.388,3,0
305,tratamiento,0.322,0,0.049,9,1
306,control,0.301,0,0.681,8,0
307,tratamiento,0.041,5,0.542,0,0
308,tratamiento,0.296,15,0.431,13,0
309,control,0.118,5,0.148,14,0
310,control,0.23,10,0.268,14,0
311,tratamiento,0.188,5,0.855,8,1
312,control,0.063,5,0.145,9,0
313,control,0.062,5,0.384,5,0
314,tratamiento,0.166,0,0.336,5,0
315,tratamiento,0.219,10,0.144,9,0
316,control,0.146,5,0.788,10,1
317,control,0.043,5,0.823,3,0
318,control,0.346,0,0.106,6,0
319,tratamiento,0.073,10,0.908,2,0
320,control,0.052,10,0.037,6,0
321,control,0.15,5,0.346,6,1
322,tratamiento,0.102,5,0.636,12,0
323,tratamiento,0.348,10,0.099,7,0
324,tratamiento,0.368,0,0.628,8,0
325,control,0.178,10,0.788,4,0
326,tratamiento,0.039,0,0.538,6,0
327,tratamiento,0.249,5,0.558,12,1
328,tratamiento,0.209,10,0.962,3,0
329,control,0.079,5,0.512,5,0
330,control,0.322,0,0.01,9,0
331,control,0.179,0,0.877,6,0
332,tratamiento,0.125,5,0.612,8,1
333,control,0.091,15,0.221,8,1
334,tratamiento,0.365,15,0.262,7,0
335,tratamiento,0.147,15,0.257,6,0
336,control,0.333,10,0.83,12,1
337,control,0.011,15,0.466,4,0
338,tratamiento,0.044,5,0.122,12,0
339,control,0.169,5,0.303,10,1
340,control,0.276,10,0.786,7,0
341,control,0.302,5,0.332,9,0
342,tratamiento,0.165,15,0.944,10,0
343,control,0.307,5,0.211,9,0
344,tratamiento,0.277,15,0.201,4,0
345,control,0.197,10,0.827,3,0
346,tratamiento,0.31,5,0.733,7,1
347,control,0.228,0,0.422,4,1
348,control,0.184,5,0.419,4,0
349,control,0.123,5,0.343,5,1
350,control,0.015,5,0.811,10,0
351,control,0.009,15,0.63,2,0
352,control,0.336,0,0.012,13,1
353,control,0.295,15,0.223,2,1
354,tratamiento,0.247,5,0.53,0,0
355,tratamiento,0.391,10,0.216,2,0
356,tratamiento,0.187,10,0.454,0,1
357,tratamiento,0.363,10,0.827,4,1
358,tratamiento,0.052,10,0.662,1,0
359,control,0.292,10,0.957,7,1
360,tratamiento,0.008,0,0.183,7,0
361,control,0.073,5,0.808,6,0
362,control,0.026,10,0.666,9,0
363,control,0.382,0,0.074,8,0
364,tratamiento,0.393,15,0.895,14,0
365,control,0.051,10,0.587,0,0
366,control,0.275,5,0.204,3,1
367,control,0.064,0,0.371,11,0
368,tratamiento,0.151,0,0.45,6,0
369,tratamiento,0.041,0,0.202,6,0
370,control,0.16,15,0.011,13,0
371,tratamiento,0.301,5,0.083,0,0
372,tratamiento,0.081,10,0.926,10,1
373,control,0.169,5,0.582,8,0
374,tratamiento,0.287,0,0.472,14,1
375,tratamiento,0.261,0,0.989,1,0
376,tratamiento,0.371,10,0.273,5,1
377,tratamiento,0.087,10,0.437,0,0
378,control,0.149,10,0.981,14,1
379,tratamiento,0.025,15,0.901,14,0
380,tratamiento,0.18,5,0.807,9,1
381,control,0.086,5,0.986,9,0
382,control,0.242,5,0.018,11,0
383,tratamiento,0.122,10,0.439,7,0
384,control,0.067,5,0.768,9,0
385,control,0.286,15,0.384,11,1
386,tratamiento,0.138,15,0.105,9,0
387,tratamiento,0.136,10,0.03,5,0
388,control,0.08,5,0.344,2,0
389,control,0.259,10,0.004,5,0
390,tratamiento,0.359,10,0.828,5,0
391,control,0.259,15,0.842,9,1
392,control,0.05,5,0.341,6,0
393,control,0.072,15,0.738,9,0
394,tratamiento,0.351,15,0.805,13,0
395,tratamiento,0.037,15,0.007,5,0
396,tratamiento,0.126,10,0.826,0,0
397,control,0.364,15,0.898,13,1
398,tratamiento,0.131,0,0.817,10,0
399,tratamiento,0.047,0,0.547,3,0
400,tratamiento,0.124,0,0.884,0,0
401,tratamiento,0.268,5,0.44,2,0
402,control,0.087,0,0.453,7,1
403,tratamiento,0.297,0,0.074,9,0
404,tratamiento,0.197,5,0.349,11,1
405,tratamiento,0.254,5,0.617,10,1
406,control,0.395,0,0.561,8,0
407,tratamiento,0.193,5,0.199,10,0
408,tratamiento,0.266,0,0.213,1,1
409,tratamiento,0.181,10,0.565,8,1
410,tratamiento,0.167,5,0.439,14,0
411,tratamiento,0.235,15,0.639,11,0
412,tratamiento,0.044,5,0.037,9,0
413,control,0.295,0,0.306,5,1
414,control,0.146,0,0.4,10,1
415,tratamiento,0.278,0,0.156,8,0
416,control,0.365,0,0.885,3,0
417,tratamiento,0.364,5,0.883,4,0
418,tratamiento,0.263,0,0.741,3,0
419,control,0.084,15,0.169,5,0
420,control,0.104,15,0.028,6,0
421,tratamiento,0.098,0,0.997,1,0
422,tratamiento,0.015,5,0.063,9,0
423,tratamiento,0.233,5,0.516,6,1
424,tratamiento,0.249,5,0.238,8,0
425,control,0.181,15,0.42,6,0
426,control,0.255,15,0.282,5,0
427,tratamiento,0.289,0,0.494,11,1
428,tratamiento,0.089,5,0.68,12,1
429,tratamiento,0.144,0,0.808,1,0
430,control,0.291,0,0.777,13,0
431,tratamiento,0.12,0,0.495,6,0
432,control,0.329,5,0.309,1,1
433,tratamiento,0.324,5,0.996,8,0
434,control,0.333,10,0.235,3,0
435,tratamiento,0.314,0,0.856,2,0
436,control,0.267,5,0.877,6,0
437,tratamiento,0.071,15,0.993,7,0
438,tratamiento,0.103,5,0.36,6,0
439,tratamiento,0.27,10,0.015,10,0
440,tratamiento,0.364,15,0.123,12,0
441,tratamiento,0.012,5,0.821,11,0
442,tratamiento,0.166,5,0.706,5,1
443,control,0.27,15,0.61,8,0
444,control,0.309,0,0.252,4,0
445,control,0.271,10,0.352,0,1
446,control,0.169,0,0.566,14,1
447,tratamiento,0.387,10,0.829,11,0
448,control,0.226,5,0.524,14,0
449,control,0.285,0,0.551,8,1
450,control,0.056,0,0.772,3,1
451,control,0.306,15,0.764,8,1
452,tratamiento,0.006,10,0.883,13,0
453,tratamiento,0.112,5,0.901,8,0
454,tratamiento,0.089,5,0.369,7,0
455,tratamiento,0.294,0,0.784,2,1
456,tratamiento,0.281,5,0.696,13,0
457,control,0.108,10,0.079,10,0
458,control,0.33,15,0.701,6,0
459,control,0.168,5,0.38,2,0
460,control,0.322,10,0.598,8,0
461,control,0.03,5,0.001,7,0
462,control,0.145,10,0.41,9,0
463,tratamiento,0.241,10,0.915,8,1
464,tratamiento,0.278,15,0.005,5,0
465,control,0.359,15,0.206,4,0
466,control,0.3,15,0.453,11,0
467,control,0.074,5,0.216,0,0
468,control,0.332,0,0.063,10,1
469,control,0.091,0,0.852,2,0
470,tratamiento,0.031,5,0.374,8,0
471,control,0.023,5,0.825,14,0
472,tratamiento,0.264,10,0.779,0,0
473,control,0.125,10,0.955,2,0
474,control,0.165,10,0.02,14,0
475,tratamiento,0.09,0,0.334,8,0
476,control,0.13,5,0.771,13,0
477,control,0.109,15,0.931,12,0
478,control,0.207,10,0.611,3,0
479,tratamiento,0.111,5,0.875,7,0
480,control,0.235,10,0.528,7,0
481,control,0.072,5,0.181,8,0
482,control,0.078,15,0.535,9,0
483,tratamiento,0.137,5,0.067,2,0
484,tratamiento,0.302,5,0.314,2,1
485,control,0.053,0,0.41,0,0
486,tratamiento,0.201,10,0.466,12,0
487,control,0.194,15,0.924,8,0
488,tratamiento,0.081,0,0.199,4,0
489,tratamiento,0.161,15,0.727,3,0
490,tratamiento,0.238,0,0.149,6,0
491,tratamiento,0.347,0,0.479,9,0
492,tratamiento,0.143,0,0.718,0,0
493,tratamiento,0.181,15,0.997,11,1
494,control,0.387,0,0.335,4,1
495,control,0.157,10,0.324,0,0
496,control,0.176,15,0.014,12,0
497,tratamiento,0.138,10,0.469,7,0
498,control,0.006,5,0.241,7,0
499,tratamiento,0.091,0,0.622,6,0
500,tratamiento,0.312,15,0.367,14,1
501,tratamiento,0.243,5,0.768,3,0
502,control,0.262,0,0.934,8,0
503,tratamiento,0.023,5,0.339,13,0
504,tratamiento,0.021,10,0.231,1,0
505,control,0.014,15,0.019,1,0
506,tratamiento,0.035,0,0.569,8,0
507,tratamiento,0.33,0,0.602,7,0
508,control,0.134,10,0.739,2,0
509,tratamiento,0.009,5,0.604,5,0
510,tratamiento,0.032,10,0.981,5,0
511,tratamiento,0.171,15,0.11,2,0
512,control,0.306,5,0.829,6,1
513,tratamiento,0.051,0,0.111,7,0
514,control,0.286,15,0.529,7,1
515,control,0.039,15,0.808,11,0
516,control,0.033,10,0.636,10,0
517,tratamiento,0.106,10,0.925,13,0
518,tratamiento,0.145,10,0.153,3,0
519,tratamiento,0.19,0,0.65,14,0
520,tratamiento,0.26,15,0.228,5,0
521,tratamiento,0.294,5,0.784,2,0
522,tratamiento,0.371,5,0.787,9,1
523,control,0.084,0,0.37,2,0
524,tratamiento,0.217,10,0.585,5,0
525,tratamiento,0.132,15,0.867,7,1
526,control,0.157,5,0.178,9,1
527,control,0.391,0,0.745,10,0
528,control,0.338,0,0.686,6,0
529,tratamiento,0.291,15,0.799,6,0
530,tratamiento,0.0,0,0.384,10,0
531,tratamiento,0.049,10,0.431,11,0
532,control,0.235,0,0.005,5,0
533,tratamiento,0.109,15,0.539,5,1
534,tratamiento,0.328,5,0.029,2,1
535,control,0.017,5,0.816,3,0
536,tratamiento,0.302,0,0.029,13,1
537,control,0.29,15,0.147,1,1
538,control,0.378,15,0.499,9,0
539,control,0.393,10,0.043,5,1
540,tratamiento,0.094,0,0.402,13,0
541,control,0.043,10,0.163,8,0
542,tratamiento,0.019,0,0.211,4,0
543,tratamiento,0.127,10,0.351,9,0
544,control,0.229,0,0.072,0,0
545,control,0.245,10,0.189,10,0
546,control,0.128,10,0.313,9,0
547,tratamiento,0.079,0,0.002,6,0
548,control,0.107,15,0.521,4,0
549,tratamiento,0.152,15,0.72,10,1
550,control,0.095,0,0.414,13,0
551,control,0.09,10,0.172,6,0
552,control,0.336,10,0.911,14,0
553,control,0.271,0,0.857,1,0
554,tratamiento,0.304,0,0.327,4,1
555,control,0.075,15,0.859,5,0
556,tratamiento,0.361,10,0.235,14,0
557,tratamiento,0.233,0,0.477,0,0
558,tratamiento,0.269,15,0.012,11,0
559,tratamiento,0.224,0,0.991,1,1
560,control,0.176,0,0.206,6,0
561,control,0.384,15,0.002,3,1
562,tratamiento,0.211,15,0.508,10,0
563,tratamiento,0.258,5,0.818,14,1
564,tratamiento,0.062,5,0.042,10,0
565,control,0.382,15,0.559,6,1
566,tratamiento,0.368,15,0.571,14,0
567,control,0.341,10,0.603,1,0
568,control,0.269,0,0.371,8,0
569,control,0.05,10,0.168,14,0
570,control,0.337,5,0.143,7,0
571,tratamiento,0.151,10,0.246,2,0
572,tratamiento,0.269,10,0.188,1,0
573,control,0.128,5,0.63,11,0
574,control,0.021,15,0.969,3,0
575,control,0.263,15,0.166,3,0
576,tratamiento,0.013,10,0.21,5,0
577,control,0.045,15,0.089,12,0
578,control,0.147,0,0.106,6,0
579,tratamiento,0.3,0,0.504,1,0
580,control,0.015,15,0.863,1,0
581,control,0.259,10,0.819,2,0
582,tratamiento,0.303,10,0.291,6,0
583,control,0.352,10,0.299,7,0
584,tratamiento,0.105,5,0.085,1,0
585,tratamiento,0.337,10,0.455,8,0
586,control,0.01,10,0.085,2,0
587,control,0.054,15,0.538,7,0
588,control,0.084,15,0.665,0,0
589,control,0.075,15,0.971,0,0
590,control,0.226,5,0.258,2,0
591,control,0.123,15,0.174,10,1
592,tratamiento,0.373,0,0.469,5,1
593,tratamiento,0.205,10,0.654,4,1
594,control,0.311,5,0.131,8,0
595,control,0.358,15,0.939,8,1
596,control,0.205,15,0.372,13,0
597,tratamiento,0.319,5,0.97,14,0
598,tratamiento,0.391,0,0.025,14,1
599,control,0.137,15,0.364,11,0
600,tratamiento,0.202,5,0.571,11,0
601,tratamiento,0.002,10,0.765,3,0
602,control,0.045,5,0.935,13,0
603,tratamiento,0.327,5,0.582,6,1
604,tratamiento,0.247,10,0.072,4,0
605,tratamiento,0.076,0,0.051,13,0
606,control,0.158,15,0.29,0,0
607,control,0.325,0,0.417,8,0
608,control,0.244,10,0.998,13,0
609,tratamiento,0.001,5,0.302,9,0
610,control,0.335,10,0.835,13,0
611,tratamiento,0.056,0,0.538,9,0
612,control,0.266,5,0.804,0,1
613,tratamiento,0.164,10,0.561,2,0
614,tratamiento,0.379,5,0.412,8,0
615,tratamiento,0.05,10,0.14,2,0
616,tratamiento,0.397,15,0.459,12,1
617,control,0.245,10,0.42,2,0
618,tratamiento,0.269,15,0.35,5,0
619,tratamiento,0.288,0,0.127,12,1
620,tratamiento,0.369,0,0.655,1,0
621,control,0.141,15,0.298,4,0
622,control,0.109,0,0.779,10,0
623,control,0.021,15,0.639,8,0
624,control,0.261,10,0.644,4,0
625,control,0.351,15,0.698,11,0
626,control,0.199,0,0.805,2,0
627,control,0.254,15,0.916,1,1
628,tratamiento,0.174,10,0.293,8,0
629,control,0.233,0,0.715,6,0
630,control,0.39,10,0.053,5,0
631,tratamiento,0.107,10,0.089,11,0
632,control,0.321,15,0.688,7,0
633,tratamiento,0.267,15,0.197,9,1
634,tratamiento,0.127,15,0.051,2,0
635,tratamiento,0.394,0,0.74,14,0
636,tratamiento,0.104,10,0.933,6,0
637,control,0.205,5,0.845,4,1
638,tratamiento,0.034,0,0.029,8,0
639,control,0.097,10,0.701,3,0
640,tratamiento,0.352,5,0.696,13,0
641,tratamiento,0.347,5,0.683,1,0
642,control,0.329,15,0.979,7,0
643,tratamiento,0.273,0,0.76,6,0
644,tratamiento,0.104,5,0.493,5,1
645,control,0.071,0,0.292,5,0
646,tratamiento,0.112,15,0.867,5,0
647,tratamiento,0.322,0,0.001,10,0
648,tratamiento,0.154,15,0.24,8,0
649,control,0.103,5,0.5,12,0
650,control,0.124,10,0.051,12,0
651,tratamiento,0.176,10,0.803,9,0
652,tratamiento,0.375,15,0.943,3,0
653,tratamiento,0.069,10,0.329,13,0
654,tratamiento,0.315,15,0.639,7,1
655,tratamiento,0.129,5,0.107,9,0
656,control,0.389,15,0.22,6,1
657,control,0.188,0,0.696,5,1
658,control,0.135,10,0.897,1,0
659,control,0.335,15,0.635,11,0
660,tratamiento,0.273,0,0.331,5,0
661,tratamiento,0.049,10,0.189,6,0
662,control,0.169,0,0.646,3,0
663,control,0.149,0,0.094,6,0
664,control,0.362,10,0.109,2,1
665,control,0.207,10,0.853,4,0
666,tratamiento,0.131,10,0.567,6,0
667,control,0.349,0,0.071,7,0
668,tratamiento,0.272,0,0.471,0,0
669,control,0.12,10,0.734,5,0
670,tratamiento,0.151,5,0.144,11,1
671,tratamiento,0.142,10,0.902,13,0
672,control,0.264,5,0.668,3,0
673,control,0.31,5,0.346,4,0
674,control,0.069,5,0.205,9,0
675,control,0.379,10,0.144,6,0
676,tratamiento,0.06,0,0.279,7,0
677,control,0.172,15,0.271,13,0
678,control,0.304,0,0.22,11,0
679,control,0.19,15,0.31,1,0
680,tratamiento,0.305,15,0.306,3,1
681,control,0.161,5,0.056,2,0
682,control,0.077,0,0.095,14,1
683,tratamiento,0.202,0,0.817,14,0
684,control,0.187,15,0.827,9,0
685,tratamiento,0.342,15,0.785,1,0
686,control,0.277,5,0.671,0,0
687,tratamiento,0.046,15,0.553,4,0
688,tratamiento,0.146,15,0.75,1,0
689,tratamiento,0.016,15,0.88,1,0
690,tratamiento,0.153,5,0.399,11,1
691,control,0.09,15,0.837,12,0
692,tratamiento,0.36,0,0.506,2,1
693,control,0.027,15,0.401,14,0
694,control,0.38,0,0.216,8,0
695,control,0.28,10,0.194,10,0
